gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
GALNT5,56.60902345954963,-0.8993418005584976,0.47790225653425494,0.0015914002260870319,0.10648357681373152
NACA,28667.68213968493,0.5619117294163315,0.2776111884954822,0.001621597564912195,0.10808999951765867
RPL7,1416.0972265595071,0.4975994078185822,0.24080018608395148,0.0016603597449702534,0.1102529375899639
RFTN2,199.65736725088937,-0.5490824588077865,0.2723330514691195,0.001668554020311911,0.11037737655578492
TNFRSF10B,4980.468695622446,-0.4740132600321045,0.22887281958394182,0.0016875560824984447,0.11121312990472769
CLTRN,81.59881332249536,0.6995870106361555,0.3644653273369429,0.0017044241487553756,0.11180602882224377
TSSK4,355.6391336887925,-0.6994592117042442,0.3675400276150837,0.0017123201873128547,0.11180602882224377
BIK,331.4360593228815,0.8636588889302205,0.4662152900786079,0.0017177889014027775,0.11180602882224377
KRT8P39,38.294856919014244,-0.10335478479518115,0.19499002560830705,0.0017225090174881404,0.11180602882224377
CEACAM6,1787.5776933083525,0.785963324978235,0.4331266430494048,0.0017338239780632842,0.11180602882224377
CAMK2N1,1035.5526803590058,0.42240994315948666,0.19811844905269416,0.0017349652892137003,0.11180602882224377
CPT1C,225.25863872622077,0.7140700773488734,0.37751244539487416,0.0017548311369623712,0.11265731811401845
KLK11,798.1334566039644,0.4374067467099485,0.207961353545198,0.0017638968190839008,0.11265731811401845
FAF1-AS1,17.232089718023996,-0.062382190451550926,0.14137985440589862,0.0017681709562557167,0.11265731811401845
TJP2,174.1444197334512,-0.7912355828629548,0.42842525031308554,0.0017758246603439222,0.11265731811401845
COQ8A,134.89473314519492,-0.6519883603211634,0.34096275055067216,0.0017804294433960773,0.11265731811401845
CYP4F27P,67.79388844096624,-0.08469299119846625,0.16548885609455227,0.0017919492349348473,0.1129769005014519
MICAL3,1511.2228151355196,-0.6299402046669397,0.32957562429210846,0.0018011193835862952,0.1131465788307592
RTRAF,3280.9787334942357,0.46154897015746094,0.22393131243336606,0.001813615043904213,0.11352320117112248
RPL6P27,31700.673456620134,0.6071333977264562,0.31431965527743905,0.0018211077591197204,0.11358509251881
PNMA2,148.31175822456098,0.6992084693703657,0.3725513546271262,0.0018353781782655385,0.11406777403996216
XYLB,777.4186440854411,-0.5718825155472591,0.29537892086250356,0.0018563508052002358,0.11496209383693942
RPS12,18962.820201317907,0.690219699447255,0.36937856119078005,0.0018709853426176067,0.1150381976169411
PCED1B,209.2094051644755,0.5612455693566492,0.2880979500455535,0.0018772863642750645,0.1150381976169411
HMGCS2,2500.385896806948,0.6028364031293857,0.31457726758938487,0.0018791706185159016,0.1150381976169411
SLC45A3,17605.378192903143,-0.5484596202623481,0.2827498987805911,0.0018946594879064734,0.1150381976169411
FBXL13,66.21548283568409,-0.8222175290115882,0.4551793909146727,0.0018957692046765431,0.1150381976169411
RASSF3,5448.234360164161,-0.4501380077244662,0.2202705209288222,0.0018982133198579007,0.1150381976169411
RPL17P39,630.4990356398221,0.5278006170039342,0.2682893371224761,0.0019036898254292248,0.1150381976169411
RPL3P4,23838.160293050834,0.7711167750503711,0.40934792134060377,0.0019207246168190246,0.11543206076709799
MYOD1,49.74527219271366,-0.9149856103638379,0.5152026484592076,0.0019329037335777247,0.11543206076709799
PPIC,1341.6882463237328,0.5207019369867856,0.26504826434366313,0.0019347915680302205,0.11543206076709799
ODF2-AS1,7.463726962551335,-0.044509844295091354,0.12869214040413893,0.0019448980018523122,0.11543206076709799
CLSTN2,24.430558200991417,1.368374140054399,0.805628478627842,0.0019498700582564592,0.11543206076709799
RPL11,43967.71849512784,0.7009371580406745,0.3809531640241013,0.0019509083685737478,0.11543206076709799
RPL12P8,112.06038708873042,0.8457170460240377,0.47712146101577785,0.001966243364541618,0.11543206076709799
AGAP11,9.155571258351953,-0.04777113938227159,0.1305890059472549,0.001967080516065886,0.11543206076709799
SLC16A13,65.35852901752132,0.8209712319321356,0.4587321973769403,0.00196969503599377,0.11543206076709799
ELAPOR1,6456.724163262456,0.49088900235952415,0.24228733706665773,0.002000474278525947,0.11684375518453893
ARSG,477.85420507485696,-0.5055511257433721,0.259469162189386,0.002022161244920495,0.11771674660430509
TSC22D1-AS1,83.56892877990698,-0.8942602762013004,0.5171323514578577,0.0020431489268455164,0.1185433649781731
GLUD2,2849.773253540509,-0.48115547739088604,0.2443673079433691,0.002051496124301072,0.11863353746620503
DOCK8,5139.363105966776,-0.5716926936091032,0.30459268660613026,0.002070427426735603,0.11917571013585637
LOC119746555,480.1482319448085,0.7339991810429493,0.4119103083288338,0.0020784269790215127,0.11917571013585637
RPL6,17439.65883784048,0.5038742598782012,0.25899782113803954,0.0020869465780831765,0.11917571013585637
GOLGA2P5,112.33654975426373,-0.8109034412423509,0.46515533713716584,0.002090881617299775,0.11917571013585637
RN7SL338P,7.720202598217759,-0.049232855578874184,0.13151261507422057,0.0020949921559612864,0.11917571013585637
LOC122526780,144.08133098577665,-0.8719900024399581,0.5102459075823756,0.0021185923250571295,0.12012693624934322
MTMR8,56.07708672168928,-0.7913890052951393,0.4522539413367957,0.0021270479731161,0.12021607055825102
RPS4X,36714.997086094,0.6222938397984864,0.34272520273701657,0.002194039619312055,0.12360228358601846
ZBTB16,7451.586705749108,-0.5749150218654753,0.3146387291437387,0.002224160950052014,0.12489629206337097
ADGRG2,44.72275871287086,-0.9080618610705616,0.5410477005855144,0.002234557360467682,0.12498408127661552
EDDM13,94.16110301972468,-0.9297544899970689,0.5612872109541658,0.0022400376454180405,0.12498408127661552
KLHL29,167.0952083937109,-0.5701531859199697,0.3111723553023631,0.00225028728546546,0.12515610558397705
FLG2,25.55041971619436,-0.051769896219170844,0.13317895157899018,0.002271802017089971,0.12595158865542622
BMS1P1,274.4311227995807,-0.7843407471458287,0.4670957907213485,0.002312601169740527,0.12780780641882455
USP31,1005.8002477170777,-0.5030329138800861,0.26935524734782273,0.0023458633986864087,0.1292370927276323
TLK2P2,17.130457636788194,-0.04901007568840316,0.1313333106460312,0.002354016760485972,0.12927845504756924
PYGB,4981.452392422987,-0.5130369726120186,0.2783356551194885,0.0023672549958249256,0.12959793494384483
ENC1,2289.2127904769145,0.4350557092295362,0.22207731194073502,0.00237923384841028,0.12984668727699103
RPL13AP22,275.75513763221676,0.9778939695803264,0.6111006333351071,0.002390666768171171,0.13006418828455243
AKAP19,45.33749160196421,-0.13645020629438398,0.28045354020303276,0.002423257513650719,0.13142785471551602
INSL5,10.74146535131866,1.6541632090656966,1.0241628572271806,0.0024327638524943487,0.13153494712062325
MUC4,65.79271798639033,-0.7306282613714647,0.4354782535020116,0.00247370999150433,0.13306337777053254
RPL23P8,57.399484369837815,0.8265104779231003,0.5050861654109214,0.002476271059059956,0.13306337777053254
MMD,1107.9772732737856,0.3917582178106204,0.19588373435606876,0.0024894736688438777,0.13316728038708076
TLE6,181.03300450050457,0.49414548239183526,0.26657692220721635,0.0024934551469637774,0.13316728038708076
FLJ43315,35.69013775367028,-0.12512323331313702,0.2433636430558347,0.0025084825691841645,0.1335614011836349
BACE2,442.44718784616913,0.5960118781384793,0.34135233857837466,0.0025302640946203024,0.134311647867626
SLC22A4,89.7715460169735,-0.7087667926730584,0.42604123931659815,0.0025606784284891416,0.13551420628828598
RPL32P18,8170.499616868616,0.7784613687860662,0.47999186798097865,0.002578186699962941,0.13599715366441106
BLVRA,2015.7372549333686,0.6045775780201202,0.34910651954723493,0.00258537878015257,0.13599715366441106
DNAJC4,849.4183655367237,0.5690624513455875,0.32467046712138,0.0025964142248546484,0.13607390118014634
MAL2-AS1,32.138417828559504,-0.1388806187184827,0.2881774731530336,0.002602421151750394,0.13607390118014634
REPS2,189.40938065030073,-0.56755163769422,0.32622819068354464,0.002640570053585346,0.13765646392780442
RPLP1,22522.370560226875,0.9020817548646631,0.5046054312592657,0.002678068739665915,0.13919581092120695
IGSF6,57.733895125717005,-0.09819891456145222,0.18473072890420497,0.002689873043625048,0.13939448912126956
RPS23,22154.793603419355,0.6360171021448798,0.38013257381842164,0.0027066046352643893,0.13953262456680005
ROBO3,20.8859340262881,1.3128537371907951,0.8948032426577422,0.00270851807879897,0.13953262456680005
OR7E47P,128.7365859989724,-0.12813092137256044,0.2515251413299207,0.0027489049595963793,0.14095240192040512
ZFHX3,1779.0292211977778,-0.7686452095678549,0.49382357276538436,0.0027522199412997107,0.14095240192040512
MTCYBP18,41.413204567000165,-0.07251415402091073,0.15067802258156773,0.002789985024169015,0.14182662543698094
RPL6P10,19806.887408878592,0.5181289206941808,0.29471258191585614,0.0027973794506203544,0.14182662543698094
RPL24P8,3703.2056336371393,0.6818506738439953,0.42335790604922363,0.0028020184708975053,0.14182662543698094
RIT2,6.688930267115377,2.2602914126428844,1.368118956333419,0.00280963438377714,0.14182662543698094
RNU6-1099P,25.03322417517477,-0.0698775108896543,0.1479933416545015,0.00280989535050363,0.14182662543698094
FHDC1,1434.2426999483978,-0.5769127176128719,0.34391906829971686,0.0028251613395357386,0.14218621796441538
RPS27AP16,30708.2265606515,0.5500471528497191,0.30820823159125504,0.0028465630004429355,0.14266388572358318
RPL36AP37,20889.54724059698,0.5973502310252126,0.3580367370500409,0.0028517218513461817,0.14266388572358318
THOC7-AS1,11.599481147530613,-0.061748725031137985,0.1405482825575091,0.0028591594138372713,0.14266388572358318
ZNF564,72.08107216080099,-0.702715678215218,0.44313292892237727,0.0028944066922695065,0.14373289087852192
DUSP6,280.18670397740937,0.5483029753478549,0.3218018024261785,0.002897044067180469,0.14373289087852192
EEF1DP7,6.19168245114566,-0.041519500930991174,0.12696061563489264,0.0029278967707341667,0.1445820902681227
CCDC188,41.879786118079615,-0.8207493574795212,0.5414150188676113,0.0029340860901377183,0.1445820902681227
IRS4,121.35813122886172,-0.7948221901788386,0.5291073944083411,0.0029389969105121138,0.1445820902681227
EEF1E1,808.8942621283818,0.48005801845125284,0.2720411809498232,0.002976434773633505,0.14601251934476273
RPL27AP6,44441.130693076506,0.7821620557708349,0.5180375688189011,0.0029962653431942934,0.1465736077130116
ANKRD61,164.82669031642254,-0.6054173040221077,0.37507123155836364,0.0030205513075007816,0.14734890512344595
ABCC8,44.119972548970416,-0.09060788743224826,0.1725901898410926,0.0031036514576833363,0.15047354646079555
RPS8P1,527.5842994287037,0.7736663031923438,0.5291718095239313,0.0031103225430034547,0.15047354646079555
RNU6-531P,18.083701277887133,-0.07852177372270358,0.1570029189035948,0.0031210287368388587,0.15047354646079555
RPL31P63,1064.7323803238044,0.679643232573873,0.44269819692673873,0.003123243024746273,0.15047354646079555
VTCN1,35.34425806772712,0.8930474618985302,0.6151910540199934,0.0031276853736411352,0.15047354646079555
TMEM61,52.51805997394066,-0.11949511265723524,0.2269712831903483,0.003151996168792606,0.15122654146097272
CHRNA4,297.78079265604487,-0.07075576324314548,0.14884080730276783,0.003213895534676784,0.1534408791698114
C1QTNF2,39.1518323506425,0.7650641521490165,0.516400639092373,0.003227760584577781,0.1534408791698114
FANCB,385.37125842915003,-0.6838883189897841,0.4597729612622454,0.003239829526280612,0.1534408791698114
ID3,4114.786000813504,0.5021007214587395,0.29901538766422237,0.003250675112882418,0.1534408791698114
PRC1-AS1,145.35902193470426,-0.6048824141322198,0.38831648367734695,0.0032508892101073147,0.1534408791698114
CATSPER2P1,65.55383717356806,-0.722178442772709,0.491109826107724,0.003260237790540908,0.1534408791698114
RACK1,53996.671420623454,0.6597348584699265,0.43372902154987275,0.0032635583804137315,0.1534408791698114
FABP6,88.51016042554336,0.9627142507102228,0.7153307584898082,0.0032733982239342607,0.1534408791698114
TAS2R18P,18.727090663279785,-0.06496635953651701,0.14323945321960296,0.003277224457761088,0.1534408791698114
CYFIP2,838.5765175036768,0.41943383624160246,0.23305534065242198,0.0032940878521202704,0.15381804879526312
VPS13B,1630.5850220917118,-0.5079443490382465,0.30803019903339995,0.0033120325146842626,0.15424356223052257
CRYBG3,324.498216863486,-0.8119562802632383,0.594562527528349,0.0033681902024864075,0.15642301891986507
ELOVL2-AS1,21.09426496900566,-0.09022112819363041,0.17180215687418837,0.0033767451977089516,0.15642301891986507
TMPPE,258.07709436608246,-0.7284617457075627,0.5198200096060769,0.0034551989466470243,0.1593208152516728
MTND3P25,9.008817647519765,-0.04531880893781453,0.128969213994538,0.003457546322743014,0.1593208152516728
ANKRD34A,249.78867611704655,0.7450361266927116,0.5316484016758938,0.003472315458684804,0.15958030834334583
IGF1R,2538.838350338776,-0.6604763790838324,0.4574617172867825,0.0034830108142680743,0.15965170829495448
MEMO1,371.9126972950942,-0.44196575286349016,0.25673569697116827,0.0035243954015804534,0.16083131323564362
GRAMD1A,715.3903937797353,0.43180237617662853,0.2488668528036549,0.003527164050002949,0.16083131323564362
KCNA6-AS1,23.075391040058353,-0.07696928000112857,0.15510126314041964,0.0036114538228142813,0.16424591031674116
REL,396.6448729630209,-0.8503838833096863,0.6741396294264375,0.003623835812133307,0.16438095746258718
LOC100420880,15.039942656606378,-0.05493699298297911,0.1351631936708046,0.003645108026552146,0.1649175299888774
NKX1-2,14.286992879012187,1.260343225332734,1.0255474227086607,0.0036609769007387035,0.16504220564544425
PAPSS1,8276.656936830079,0.43579323352391447,0.256087426492788,0.0036667645322052433,0.16504220564544425
SPOCK1,6197.753115570605,-0.4984584008362206,0.330522909223964,0.0037210721577159308,0.16705605183123654
IL6R,1039.8208032552639,-0.46628443404903697,0.28671627016765927,0.003753401956502632,0.16804472508491045
GAS6,542.2083276070757,-0.6128782423214052,0.43021829669189793,0.003762338954890059,0.16804472508491045
SLFNL1-AS1,250.71377525147338,-0.6800637986306043,0.5037162876048781,0.0038204292277203267,0.17005318553074084
GRAP,8.93299915786024,-0.05080549646182634,0.13229347620204063,0.0038267809158028603,0.17005318553074084
GYG2,16.534462568010976,1.0974513957671408,0.910372443569715,0.0038720428375176117,0.1715970955411936
THSD7A,34.50854530641306,-0.07244709831208648,0.15023266843805538,0.0038811757179782105,0.1715970955411936
GTF2IP3,34.955506582058995,-0.09280597390197984,0.1752670804194628,0.0038958065007377663,0.17173917154130253
ATP12A,73.4317129602091,0.7001864049860456,0.5207632936700486,0.003904056980181923,0.17173917154130253
RPL27A,17974.46598024777,0.7345474668687718,0.5726371257396892,0.003964350136853816,0.17395329344224886
AKR1C3,3054.4769415936057,0.5133303908525291,0.33534385735648625,0.003985850857771488,0.1744583944363942
ZNF652,5275.189597232714,-0.4807675967420736,0.309994463979758,0.0040198956692708955,0.17449674696946926
LINC02912,22.827862976104928,-0.07418900148878145,0.15194810107837825,0.004020229815496457,0.17449674696946926
RPS15AP11,302.46946127964117,0.6047882901243605,0.43538906276869155,0.004029241861698349,0.17449674696946926
CLPS,43.74765370593614,-0.09865284096818891,0.18415318285695617,0.004037875481277846,0.17449674696946926
RPL7AP66,456.4360183528143,0.6702579097098713,0.5079315579870056,0.004038176920006579,0.17449674696946926
CRYAB,92.71093923095077,0.9938875020354697,0.9364604327655507,0.0040466778815068175,0.17449674696946926
RPS25,16498.086999559728,0.5460114590217479,0.3745861295366916,0.004064185052686766,0.1748200191136002
ZNF208,88.46137223036261,-0.9793740059343632,0.9729267782884424,0.00411441101306399,0.17654563619692756
RPS20,45410.45430617716,0.7073980261872436,0.4762399235411353,0.004131034426594334,0.17659001772800317
HELB,64.13550954135646,-0.7388097228163678,0.5965728111330795,0.0041357136483620395,0.17659001772800317
ADAM32,50.170245501413056,-0.14608858939609604,0.30830779434078476,0.004145780306257518,0.17659001772800317
SAP30L-AS1,135.76305089470114,-0.11279738754726232,0.2100991765119882,0.004167257161406352,0.17663952269902358
RPS2P7,178.03387699476863,0.9204600085521115,0.8744397523565972,0.004182493806977703,0.17663952269902358
CSRP2,1340.3601027923971,0.48431906045591677,0.32147779186176684,0.0041871570801536,0.17663952269902358
NUTM2B,49.30291739329661,-0.08157231294900577,0.16024034576111665,0.004187400503744604,0.17663952269902358
RPS15P4,12540.864763169991,0.7431245280772657,0.5939073376970896,0.004223075891540914,0.17771517438523016
FRMD5,192.4211555476666,-0.7709740948897386,0.6761382190681764,0.004238039443427046,0.1779161558654085
CDC42,274.940472519163,-0.5458643690368654,0.3908698732766831,0.0042844447476198125,0.17900729983600863
PNMT,31.928287445294945,0.8959092982671973,0.8164562196899566,0.004284531111512346,0.17900729983600863
TMEM45A,465.3083531094624,0.5496048495867069,0.39188119954158673,0.004298236015484762,0.17915129779099256
LSM5,4417.802264976003,0.5118223562752087,0.3454901023311288,0.004322357394918534,0.17972773701156497
CHST10,316.6171274197434,0.49115515105730995,0.33073420378682417,0.0043354982374662525,0.17984594113803
MYL6B,2924.90752505176,0.6308671492621771,0.49520275611775966,0.004387947031437997,0.18101411721736496
ERN2,57.59499369205415,-0.6520553077996151,0.5179560474904766,0.00438984912033513,0.18101411721736496
DGAT2,385.67563801304,0.5047902856537452,0.3466150124028911,0.004394754105597958,0.18101411721736496
PITRM1-AS1,31.463565799310384,-0.09078614082068266,0.17198567319670227,0.004487161048138835,0.18438536598752145
